Latin Name,Common Name,Status,Fig_stat,Colors,Additional migration info,Source,Mig Status (based on Fleming & Eby 2003),sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Megaloglossus woermanni,Woermann's Long-tongued Fruit Bat,Potential Migrant/Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,"Kingdon suggests potentially migratory, Wolton suggests sedentery",Kingdon 1984; Wolton 1982; https://animaldiversity.org/accounts/Megaloglossus_woermanni/,Long-distance Migrant,15.53670726,3.355665765,4.634897597,3.863822367,1212483.764,1212.483764,92.30393449,0.134080729,0.337499656,0.219690037
Rhinopoma hardwickii,Lesser Mouse-tailed Bat,Potential Migrant/Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,potential migrant; Mohan suggests nonmigratory,Kumar et al 1965; Hulva et al 2007; Mohan et al 2022 says this one is known to hibernate,Long-distance Migrant,48.70088613,29.58636242,32.79077762,22.50845384,1772411.884,1772.411884,60.42323289,0.279603684,0.407944328,0.354080892
Lasiurus frantzii,Desert Red Bat,Potential Migrant/Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,"some sources in Rojas-Herrera suggest migratory, Rojas-Herrera suggests non-migratory (with some altitudinal migration)",Rojas-Herrera et al 2023,,,,,,,,,,,
Lasiurus xanthinus,Western Yellow Bat,Potential Migrant/Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,"check sources in Rojas-Herrera, some suggest mig, they suggest non-mig",Rojas-Herrera et al 2023; https://animalia.bio/western-yellow-bat?property=76,Short-distance Migrant,-103.8858304,30.39032686,-104.932343,28.76251074,206972.6389,206.9726389,29.07801508,0.718445483,0.728741705,0.425139518
Emballonura alecto,Small Asian Sheath-tailed Bat,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,"Potentially not migratory - has low wing loading, low aspect ratio",Tanalgo et al. 2012 ,Short-distance Migrant,119.8761839,8.244491934,117.4065457,1.880873517,755070.5567,755.0705567,21.16745677,0.305546347,0.497752404,0.293578232
Mystacina tuberculata,New Zealand Lesser Short-tailed Bat,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,putative NM - Moussy 2013,,,,,,,,,,,,
Epomophorus crypturus,Peters&apos;s Epauletted Fruit Bat,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,purported NM - Ossa et al 2012 (cites Mickleburgh 2008 IUCN source),Ossa et al 2012,Short-distance Migrant,27.63919874,-16.22825408,27.45573691,-13.10707278,345910.2047,345.9102047,176.7477928,0.143027737,0.211703612,0.108027709
Epomops franqueti,Franquet&apos;s Epauletted Fruit Bat,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,purported NM - Ossa et al 2012 (cites Mickleburgh 2008 IUCN source),Ossa et al 2012; https://animalia.bio/franquets-epauletted-fruit-bat,Short-distance Migrant,15.63555999,3.591441274,14.74583603,2.509313022,155241.8318,155.2418318,39.55276884,0.654687372,0.740506304,0.601815425
Hypsignathus monstrosus,Hammer-headed Fruit Bat,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,purported NM - Ossa et al 2012 (cites Langevin & Barclay 1990 - SD movments of few km),Ossa et al 2012; https://animalia.bio/hammer-headed-bat,Nonmigratory,18.77511996,2.66537509,18.35451083,2.681014444,46803.34274,46.80334274,92.10769952,0.78718782,0.808798389,0.631959531
Myonycteris (Lissonycteris) angolensis,,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,documented NM habits - mentioned in Ossa2012,Ossa et al 2012 (cites Kwiecinski & Griffiths 1999),Short-distance Migrant,19.79009657,3.328853169,18.7435574,4.81119359,200928.9356,200.9289356,144.6267726,0.476193034,0.683932877,0.335724476
Pteropus conspicillatus,Spectacled Flying Fox,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,"NM, unknown in Moussy 2013","Moussy et al. 2013, https://animalia.bio/spectacled-flying-fox",Long-distance Migrant,146.7999299,-24.7404347,144.336329,-15.41176471,1064315.74,1064.31574,166.3975614,0.128605769,0.299899954,0.291439121
Myotis davidii,David's Myotis,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,putative NM - Moussy 2013,Moussy et al 2013,,,,,,,,,,,
Myotis punicus,Maghrebian Myotis,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,putative NM - Moussy 2013,Moussy et al 2013,,,,,,,,,,,
Nyctalus azoreum,Azores Noctule,Potential Nonmigrant,Potential Nonmigrant,Nonmigratory,putative NM - Moussy 2013,Moussy et al 2013,,,,,,,,,,,
Cistugo lesueuri,Lesueur's wing-gland bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cistugo seabrae,Angolan wing-gland bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Craseonycteris thonglongyai,Hog-nosed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Balantiopteryx infusca,Ecuadorian sac-winged bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Centronycteris centralis,Thoma's shaggy bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Centronycteris maximiliani,Shaggy bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Coleura gallarum,Somali sheath-tailed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Coleura kibomalandy,Madagascar sheath-tailed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Coleura seychellensis,Seychelles sheath-tailed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cyttarops alecto,Short-eared bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Diclidurus isabella,Isabelle's ghost bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Diclidurus albus,Northern ghost bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Diclidurus ingens,Greater ghost bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Diclidurus scutatus,Lesser ghost bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Emballonura beccarii,Beccari's Sheath-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Emballonura dianae,Large-eared Sheath-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Emballonura furax,New Guinean Sheath-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Emballonura raffrayana,Raffray's Sheath-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Emballonura serii,Seri's Sheath-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mosia nigrescens,Dark Sheath-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Paremballonura atrata,Peters's Sheath-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Paremballonura tiavato,Rock-loving Sheath-tailed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Peropteryx leucoptera,White-winged Dog-like Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Peropteryx pallidoptera,Pale-winged Doglike Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Peropteryx trinitatis,Trinidad Dog-like Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Saccolaimus mixtus,Troughton's Pouched Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Saccolaimus peli,Pel's Pouched Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Saccolaimus saccolaimus,Naked-rumped Pouched Bat,Unknown,Unknown,Unknown,no mention of migration found,"Australian govt documentation (https://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66889), Reza et al 2022",Long-distance Migrant,115.3827035,4.214070185,131.5601612,-11.01777127,2459627.953,2459.627953,-47.62687751,0.082193015,0.198251057,-0.049632386
Saccopteryx antioquensis,Antioquian Sac-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Saccopteryx canescens,Frosted Sac-winged Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-64.06565293,-0.3548477,-65.30773953,1.35660168,234367.3347,234.3673347,143.8401119,0.363535942,0.561165455,0.374854468
Saccopteryx gymnura,Amazonian Sac-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Taphozous achates,Indonesian Tomb Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Taphozous hamiltoni,Hamilton's Tomb Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Taphozous hildegardeae,Hildegarde's Tomb Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Taphozous hilli,Hill's Tomb Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,131.374544,-23.83304103,129.8763993,-25.3808363,228928.7865,228.9287865,41.82077718,0.662153877,0.788709265,0.550528589
Taphozous kapalgensis,Arnhem Tomb Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Taphozous longimanus,Long-winged Tomb Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Taphozous perforatus,Egyptian Tomb Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Taphozous theobaldi,Theobald's Tomb Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Taphozous troughtoni,Troughton's Tomb Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,144.3691567,-20.86643679,145.4521466,-20.63283796,115712.542,115.712542,-103.1065565,0.692514311,0.757188275,0.686874627
Amorphochilus schnablii,Smoky Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Furipterus horrens,Thumbless Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Anthops ornatus,Flower-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Asellia arabica,Arabian Trident Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Asellia italosomalica,Horn-of-Africa Trident Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Asellia patrizii,Patrizi's Trident Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Aselliscus dongbacanus,Dong Bac's Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Aselliscus stoliczkanus,Stoliczka's Asian Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Aselliscus tricuspidatus,Temminck's Asian Trident Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Coelops frithii,East Asian Tailless Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Coelops hirsutus,Philippine Tailless Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Coelops robinsoni,Malayan Tailless Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Doryrhina camerunensis,Cameroon Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Doryrhina cyclops,Cyclops Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,16.15093076,4.081529852,17.93137895,1.688158501,330483.0301,330.4830301,-36.75436587,0.737636724,0.739631951,0.525975381
Hipposideros abae,Aba Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros alongensis,Halong Bay Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros antricola,Philippine Dusky Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros ater,Dusky Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,133.7346772,-14.9426659,131.9256597,-11.40428718,437819.9542,437.8199542,153.5907074,0.558969046,0.677879605,0.627926123
Hipposideros beatus,Benito Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Nonmigratory,18.35211675,3.72708679,17.71355965,3.479350791,76049.52255,76.04952255,68.86665413,0.662319075,0.74954003,0.537091857
Hipposideros bicolor,Bicolored Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,105.0677935,17.04732604,108.110759,8.844235921,965610.4568,965.6104568,-19.6712077,0.311706742,0.489223201,0.29540069
Hipposideros boeadii,Boeadi's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros breviceps,Short-headed Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros calcaratus,Spurred Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros cervinus,Fawn-colored Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,120.3119125,-0.995979127,123.8056842,-4.276730192,531516.0536,531.5160536,-47.05549577,0.68442314,0.77881218,0.585483807
Hipposideros cineraceus,Ashy Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,105.4228123,16.3584265,104.4918457,13.85228602,294806.6765,294.8066765,19.72459824,0.647351228,0.731598725,0.557099847
Hipposideros coronatus,Large Mindanao Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros corynophyllus,Telefomin Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros coxi,Cox's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros crumeniferus,Timor Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros curtus,Short-tailed Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros demissus,Makira Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros diadema,Diadem Leaf-nosed Bat,Unknown,Unknown,Unknown,NM according to animalia.bio but not peer-reviewed source,https://animalia.bio/diadem-leaf-nosed-bat,Short-distance Migrant,116.7992499,4.049650026,122.4131004,-2.199004148,931377.0873,931.3770873,-42.11573952,0.568734466,0.669123442,0.482336264
Hipposideros dinops,Fierce Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros doriae,Bornean Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros durgadasi,Durga Das's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros dyacorum,Dayak Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros edwardshilli,Hill's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros einnaythu,House-dwelling Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros fuliginosus,Sooty Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros fulvus,Fulvus Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros galeritus,Cantor's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,119.1905366,4.134799105,116.293022,1.392512113,442412.8964,442.4128964,46.6738661,0.088821446,0.293246566,0.205728907
Hipposideros gentilis,Exotic Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros grandis,Grand Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros griffini,Griffin's Leaf-nosed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros halophyllus,Thailand Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros hypophyllus,Leafletted Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros inexpectatus,Crested Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros inornatus,McKean's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros jonesi,Jones' Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros khaokhouayensis,Phou Khao Khouay Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros kingstonae,Kingston's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros kunzi,Kunz's Bicolored Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros lamottei,Lamotte's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros larvatus,Intermediate Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,104.0536668,15.90435246,103.0269152,15.40587431,123129.864,123.129864,63.24838025,0.732160245,0.758862969,0.363001146
Hipposideros lekaguli,Large Asian Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros lylei,Shield-faced Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros macrobullatus,Big-eared Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros madurae,Maduran Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros maggietaylorae,Maggie Taylor's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros marisae,Aellen's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros megalotis,Large-eared Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros muscinus,Fly River Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros nequam,Malayan Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros nicobarulae,Nicobar Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros obscurus,Philippine Forest Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros orbiculus,Orbiculus Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros papua,Biak Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros pelingensis,Peleng Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros pendleburyi,Pendlebury's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros pomona,Pomona Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros poutensis,Allen's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros pygmaeus,Philippine Pygmy Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros ridleyi,Ridley's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros rotalis,Laotian Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros ruber,Noack's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,Nonmigratory,20.41076742,0.954884492,20.58757693,0.262988623,78996.90897,78.99690897,-14.42573988,0.693104814,0.770086549,0.530239397
Hipposideros scutinares,Shield-nosed Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros semoni,Semon's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros sorenseni,Sorensen's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros stenotis,Narrow-eared Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros sumbae,Sumban Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros swinhoii,Swinhoe's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros tephrus,Ash Gray Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hipposideros wollastoni,Wollaston's Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Macronycteris cryptovalorona,Cryptic Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Macronycteris thomensis,São Tomé Leaf-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eudiscoderma thongareeae,Thongaree's Disc-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lyroderma lyra,Greater False Vampire Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,94.42588385,20.99809186,89.18945854,22.32932368,561634.437,561.634437,104.2367385,0.257832951,0.481380259,0.330152586
Megaderma spasma,Lesser False Vampire Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,98.22777934,16.01805564,102.6307786,10.45912551,778288.5378,778.2885378,-37.32842234,0.400088616,0.550041888,0.316042623
Miniopterus aelleni,Aellen's Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus ambohitrensis,Ambohitra Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus arenarius,Sandy Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus brachytragos,Broad-tragused Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus egeri,Eger's Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus eschscholtzii ,Eschscholtz's Bent-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus fraterculus,Lesser Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus fuliginosus,Eastern Bent-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus fuscus,Southeast Asian Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus gleni,Glen's Long-fingered Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,44.91566236,-16.63570449,45.44737536,-18.32453118,195254.7391,195.2547391,-16.89241262,0.366459896,0.590717089,0.061315151
Miniopterus griffithsi,Griffiths' Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus griveaudi,Griveaud's Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus macrocneme,Small Melanesian Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus maghrebensis,Mahgrebian Bent-wing Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus magnater,Western Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus mahafaliensis,Mahafaly Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus majori,Major's Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus manavi,Manavi Long-fingered Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,45.09896576,-19.47533286,46.42997532,-19.34336991,140559.1606,140.5591606,-96.18623549,0.568025049,0.705124112,-0.087350015
Miniopterus medius,Intermediate Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus minor,Least Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus mossambicus,Mozambique Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus newtoni,Newton's Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus nimbae,Nimba Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus pallidus,Ashen Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus paululus,Philippine Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus petersoni,Peterson's Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus phillipsi,Phillips' Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus pusillus,Small Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus shortridgei,Shortridge's Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus sororculus,Malagasy Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus srinii,Srini's Bent-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus tristis,Great Long-fingered Bat,Unknown,Unknown,Unknown,,,Long-distance Migrant,128.7340741,4.058403173,122.5812002,10.86106371,1013269.068,1013.269068,137.4809222,0.212039911,0.356271434,0.289614912
Miniopterus villiersi,Villier's Bent-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Miniopterus wilsoni,Wilson's Long-fingered Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Austronomus kuboriensis,New Guinea Mastiff Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cabreramops aequatorianus,Equatorial Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cheiromeles parvidens,Lesser Naked Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cheiromeles torquatus,Greater Naked Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cynomops abrasus,Cinnamon Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cynomops freemani,Freeman's Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cynomops greenhalli,Greenhall's Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cynomops kuizha,Awa Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cynomops mastivus,Mastiff Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cynomops mexicanus,Mexican Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cynomops milleri,Miller's Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Cynomops planirostris,Southern Dog-faced Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-63.42664827,-3.471283521,-64.22884513,-4.294796667,127399.4732,127.3994732,44.40232409,0.618149982,0.725017569,0.488509975
Cynomops tonkigui,Waorani Dog-faced Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops bonariensis,Dwarf Bonneted Bat,Unknown,Unknown,Unknown,,,Long-distance Migrant,-61.19754907,-29.36912998,-63.12910985,-13.5457219,1763393.168,1763.393168,173.8170711,0.332829244,0.531240613,0.435688094
Eumops chimaera,Chimaera Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops chiribaya,Chiribaya Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops dabbenei,Big Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops delticus,Maraj&oacute; Island Bonneted Bat ,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops ferox,Wild Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops floridanus,Florida Bonneted Bat,Unknown,Unknown,Unknown,NM,https://animaldiversity.org/accounts/Eumops_floridanus/,,,,,,,,,,,
Eumops glaucinus,Wagner's Bonneted Bat,Unknown,Unknown,Unknown,,,Short-distance Migrant,-65.90915265,0.490957722,-62.44376944,-4.212891316,647389.9313,647.3899313,-36.62107423,0.422040048,0.512378108,0.171893532
Eumops hansae,Sanborn's Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops maurus,Guianan Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops nanus,Dwarf Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Eumops patagonicus,Patagonian Dwarf Bonneted Bat,Unknown,Unknown,Unknown,,,Nonmigratory,-60.93969502,-28.23483114,-60.65964823,-27.53864026,81929.86409,81.92986409,-160.3976796,0.687645122,0.768708893,0.65653527
Eumops trumbulli,Trumbull's Bonneted Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
