Latin Name,Common Name,Status,Fig_stat,Colors,Additional migration info,Source,Mig Status (based on Fleming & Eby 2003),sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Glauconycteris egeria,Bibundi Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris gleni,Glen's Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris humeralis,Spotted Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris kenyacola,Kenyacola Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris machadoi,Machado's Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris poensis,Abo Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris superba,Pied Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glauconycteris variegata,Variegated Butterfly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glischropus aquilus,Dark Thick-thumbed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glischropus bucephalus,Indochinese Thick-thumbed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glischropus meghalayanus,Meghalaya Thick-thumbed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Glischropus tylopus,Common Thick-thumbed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Harpiocephalus harpia,Lesser Hairy-winged Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Harpiola grisea,Peters' Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Harpiola isodon,Golden-haired Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hesperoptenus blanfordi,Blanford's Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hesperoptenus doriae,False Serotine Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hesperoptenus gaskelli,Gaskell's False Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hesperoptenus tickelli,Tickell's Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hesperoptenus tomesi,Large False Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus alienus,Strange Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus cadenai,Cadena's Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus colombiae,Colombian Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus diaphanopterus,Transparent-winged Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus humboldti,Humboldt's Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus laephotis,Thomas' Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus macrotus,Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus magellanicus,Southern Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus mochica,Moche's Leaf-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Histiotus velatus,Tropical Big-eared Brown Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo affinis,Chocolate Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo alaschanicus,Alashanian Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo arabicus,Arabian Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo ariel,Fairy Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo cadornae,Cadorna's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo dolichodon,Long-toothed Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo imbricatus,Brown Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo kitcheneri,Red-brown Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo lanzai,Lanza&apos;s Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo lophurus,Burmese Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo macrotis,Big-eared Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo mordax,Pungent Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo musciculus,Mouse-like Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo petersi,Peters' Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo pulveratus,Chinese Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo stubbei,Stubbe's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Hypsugo vordermanni,Vordermann's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Idionycteris phyllotis,Allen's Big-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula africana,Tanzanian Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula agnella,St. Aignan's Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula argentata,Damara Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula crypta,Cryptic Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula cuprosa,Copper Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula depressa,Flat-headed Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula dongduongana,Indochina Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula eriophora,Ethiopian Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula flora,Flores Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula furva,Dark Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula intermedia,Small Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula kachinensis,Kachin Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula krauensis,Krau Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula lanosa,Lesser Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula lenis,Lenis Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula malpasi,Sri Lankan  Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula minuta,Least Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula muscina,Fly River Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula myrella,Bismarck's Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula pellucida,Clear-winged Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula phalaena,Spurrell's Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula picta,Painted Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula pusilla,Tiny Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula smithii,Smith's Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula titania,Titania's Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Kerivoula whiteheadi,Whitehead's Woolly Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Laephotis angolensis,Angolan Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Laephotis capensis,,Unknown,Unknown,Unknown,,,Short-distance Migrant,26.18560778,-13.10013892,26.35912497,-16.62606436,390581.9449,390.5819449,-2.763042819,0.677369518,0.773340471,0.559450973
Laephotis kirinyaga,East African Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Laephotis malagasyensis,Isalo Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Laephotis matroka,Malagasy Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Laephotis namibensis,Namibian Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Laephotis robertsi,Robert&apos;s Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Laephotis stanleyi,Stanley's Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Laephotis wintoni,de Winton's Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus arequipae,Arequipa Cinnamon Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus atratus,Handley's Red Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus degelidus,Jamaican Red Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus ebenus,Blackish Red Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus insularis,Cuban Yellow Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus minor,Minor Red Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus pfeifferi,Pfeiffer's Red Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus varius,Cinnamon Red Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Lasiurus villosissimus,Hairy Hoary Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Mirostrellus joffrei,Joffre's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina aenea,Bronze Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina annamitica,Annamite Mountain Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina aurata,Little Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina balaensis,Bala Tube-nosed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina beelzebub,Diabolic Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina chrysochaetes,Golden-haired Tube-nosed bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina cyclotis,Round-eared Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina eleryi,Elery&apos;s Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina fanjingshanensis,Fanjingshan Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina feae,Ashy Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina fionae,Fiona's Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina florium,Flores Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina fusca,Dusky Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina gracilis,Delicate Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina guilleni,Guill&eacute;n's Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina harpioloides,Da Lat Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina harrisoni,Harrison&apos;s Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina hilgendorfi,Hilgendorf's Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina hkakaboraziensis,Hkakabo Razi Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina huttonii,Hutton's Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina jaintiana,Jaintia Tube-Nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina jinchui,Jinchu's Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina kontumensis,Kon Tum Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina leucogaster,Greater Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina liboensis,Libo Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina lorelieae,Lorelie's Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina peninsularis,Peninsular Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina pluvialis,Rainforest Tube-Nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina puta,Taiwanese Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina recondita,Dun Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina rozendaali,Gilded Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina ryukyuana,Ryukyu Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina shuipuensis,Shuipu Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina suilla,Brown Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina tenebrosa,Gloomy Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina tubinaris,Scully's Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina ussuriensis,Ussurian Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Murina walstoni,Walston's Tube-nosed Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis adversus,Large-footed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis altarium,Szechwan Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis alticraniatus,Indochinese Whiskered Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis ancricola,Valley-dwelling Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis anjouanensis,Anjouan Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis annatessae,Anna Tess' Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis annectans,Hairy-faced Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis arescens,ValparaÃ­so Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis armiensis,ArmiÃ©n's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis atacamensis,Atacaman Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis ater,Peters' Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis attenboroughi,Sir David Attenborough's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis auriculus,Southwestern Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis australis,Australian Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis bakeri,Baker's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis barquezi,Barquezâs Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis bartelsii,Bartel's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis bombinus,Far Eastern Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis borneoensis,Bornean Whiskered Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis bucharensis,Bokhara Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis carteri,Carter's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis caucensis,Cauca River Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis clydejonesi,Clyde Jones' Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis crypticus,Hidden Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis dieteri,Dieter&apos;s Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis diminutus,Diminutive Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis dinellii,Dinelli's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis dominicensis,Dominican Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis federatus,Malayan Whiskered Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis fimbriatus,Fringed Long-footed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis findleyi,Findley's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis gomantongensis,Gomantong Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis handleyi,Handley's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis hasseltii,Lesser Large-footed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis hayesi,Hayes' Thick-thumbed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis hermani,Herman's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis hoveli,Hovel's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis hyrcanicus,Hyrcanian Forest Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis ikonnikovi,Ikonnikov's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis indochinensis,Indochinese Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis izecksohni,Izecksohn&apos;s Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis laniger,Chinese Water Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis larensis,Lara Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis lavali,LaVal&apos;s Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis longicaudatus,Long-tailed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis macrodactylus,Big-footed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis macrotarsus,Pallid Large-footed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis martiniquensis,Schwartz's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis midastactus,Golden Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis moluccarum,Maluku Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis moratellii,Moratelli's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis morrisi,Morris' Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis nesopolus,CuraÃ§ao Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis nimbaensis,Nimba Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis nipalensis,Nepal Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis nyctor,Silky Cave Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis pampa,Pampas Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis pequinius,Peking Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis petax,Eastern Water Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis peytoni,Peyton's Whiskered Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis phanluongi,Phan Luong's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis pilosatibialis,Hairy-legged Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis pilosus,Rickett's Big-footed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis pruinosus,Frosted Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis ridleyi,Ridley's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis rosseti,Thick-thumbed Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis ruber,Red Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis rufopictus,Red-painted Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis schaubi,Schaub's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis scotti,Scott's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis secundus,Taiwan Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis sibiricus,Siberian Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis siligorensis,Himalayan Whiskered Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis simus,Velvety Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis soror ,Reddish Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis sowerbyi,Sowerby's Whiskered Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis stalkeri,Kei Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis tschuliensis,Chuli Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis vivesi,Fish-eating Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis weberi,Weber's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis welwitschii,Welwitsch's Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis yanbarensis,Yanbaru Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Myotis zenatius,Zenati Myotis,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Neoromicia anchietae,Anchieta's Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Neoromicia bemainty,Dark Madagascar Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Neoromicia guineensis,Guinean Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Neoromicia hlandzeni,Lowveld Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Neoromicia somalica,Somali Serotine,Unknown,Unknown,Unknown,,,Short-distance Migrant,21.43226746,1.60261689,20.77703221,3.422874076,214061.692,214.061692,160.0823294,0.619824479,0.696112819,0.427537199
Neoromicia zuluensis,Zulu Serotine,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctalus aviator,Birdlike Noctule,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctalus furvus,Japanese Noctule,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctalus plancyi,Chinese Noctule,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycticeinops bellieri,Bellier's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycticeinops crassulus,Broad-headed Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycticeinops eisentrauti,Eisentraut's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycticeinops happoldorum,Happolds' Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycticeinops macrocephalus,Big-headed Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycticeius aenobarbus,Temminck&apos;s Mysterious Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nycticeius cubanus,Cuban Evening Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus arnhemensis,Northern Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus bifax,Bifax Long-eared Bat,Unknown,Unknown,Unknown,,,Nonmigratory,144.2222266,-23.41027575,144.9159518,-24.04373314,99627.48687,99.62748687,-45.37501004,0.457979929,0.585544618,0.519578988
Nyctophilus corbeni,Corben's Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus daedalus,Artful Long-Eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus heran,Sundan Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus holtorum,Holt's Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus howensis,Lord Howe Island Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus major,Greater Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus microdon,Small-toothed Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus microtis,New Guinea Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus nebulosus,New Caledonian Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus sherrini,Tasmanian Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus shirleyae,Shirley's Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Nyctophilus walkeri,Pygmy Long-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otonycteris hemprichii,Hemprich's Desert Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Otonycteris leucophaea,Ashen Desert Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pharotis imogene,Thomas' Big-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Philetor brachypterus,Rohu's Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Phoniscus aerosus,Dubious Trumpet-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Phoniscus atrox,Groove-toothed Trumpet-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Phoniscus jagorii,Peters' Trumpet-eared Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Phoniscus papuensis,Golden-tipped Bat,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus abramus,Japanese Pipistrelle,Unknown,Unknown,Unknown,Unknown - Moussy 2013,Moussy 2013,Short-distance Migrant,117.7552194,24.8305125,122.3308525,30.88557053,808066.6126,808.0666126,-145.0169797,0.395235151,0.527766463,0.48922777
Pipistrellus adamsi,Adams' Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus aero,Mt. Gargues Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus angulatus,Angulate Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus ceylonicus,Kelaart's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus collinus,Greater Papuan Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus creticus,Crete Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus dhofarensis,Dhofar Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus endoi,Endo's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus hanaki,Hanak&apos;s Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus hesperidus,Dusky Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus inexspectatus,Aellen's Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus maderensis,Madeiran Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus minahassae,Minahassa Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
Pipistrellus murrayi,Christmas Island Pipistrelle,Unknown,Unknown,Unknown,,,,,,,,,,,,,
