Latin Name,Common Name,Status,Fig_stat,Mig_or_NM,Combo,Choices,Additional migration info,Source,,Mig Status (based on Fleming & Eby 2003),percent overlap ,sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Natalus primus,Cuban Greater Funnel-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Natalus stramineus,Straw-colored Greater Funnel-eared Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/mexican-funnel-eared-bat,,Short-distance Migrant,26.83548869,-83.56217443,18.92908902,-84.32745425,15.46146902,392303.1491,392.3031491,11.86508961,0.444401057,0.562522933,0.195609118
Natalus tumidirostris,Trinidadian Greater Funnel-eared Bat,Unknown,Unknown,0,,,,,,Nonmigratory,33.77768578,-65.79139529,3.973907716,-66.28404117,3.307456771,91795.78181,91.79578181,36.58476985,0.404734662,0.589313261,0.043548616
Nyctiellus lepidus,Gervais' Funnel-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Noctilio albiventris,Lesser Bulldog Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,10.9347133,-63.79437989,-1.406447665,-61.01733242,-3.445858356,382416.121,382.416121,-53.93135406,0.27143251,0.461978025,0.317831945
Noctilio leporinus,Greater Bulldog Bat,Nonmigratory,Nonmigratory,2,,,NM - M&R2011,McGuire & Ratcliffe 2011,,Short-distance Migrant,22.80102063,-62.83625683,-5.882253678,-64.15612518,-2.16600851,436289.3595,436.2893595,160.4130455,0.443643675,0.607565917,0.392485782
Nycteris arge,Bates's Slit-faced Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,27.68465295,15.61078388,5.034135786,17.71462699,2.172234195,393412.1072,393.4121072,-36.38902988,0.660486959,0.693968946,0.493204328
Nycteris aurita,Andersen's Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycteris gambiensis,Gambian Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycteris grandis,Large Slit-faced Bat,Nonmigratory,Nonmigratory,2,,,NM - M&R2011,McGuire & Ratcliffe 2011; https://animalia.bio/large-slit-faced-bat,,Short-distance Migrant,39.06375055,18.46948757,2.752943867,23.05560622,-0.857460796,647962.5068,647.9625068,-51.95304491,0.540239912,0.708339898,0.39851324
Nycteris hispida,Hairy Slit-faced Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/hairy-slit-faced-bat,,Short-distance Migrant,25.72105001,21.52852547,-0.286002436,21.37389768,1.168499472,161749.0772,161.7490772,173.8905256,0.409505396,0.600995942,0.343355679
Nycteris intermedia,Intermediate Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycteris javanica,Javan Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycteris macrotis,Large-eared Slit-faced Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,58.62396349,20.43299259,0.868347697,19.67218587,1.455281382,106685.8153,106.6858153,127.4603903,0.830540754,0.856857152,0.554326514
Nycteris major,Dja Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycteris nana,Dwarf Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycteris parisii,Parisi's Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycteris thebaica,Egyptian Slit-faced Bat,Migratory/Nonmigratory,Migratory,FALSE,,,"NM - M&R2011, others mention potential migration; mig-W&M2022","McGuire & Ratcliffe 2011; https://animalia.bio/egyptian-slit-faced-bat?property=76 (says migratory but provides no evidence of it), Monadjem et al. 2009 & Monadjem 2006 mentions possible migration but provides no evidence; Webber & McGuire 2022",,Short-distance Migrant,44.31837584,26.31838094,-0.291687316,23.97088494,0.87881938,291610.5072,291.6105072,116.3390471,0.707378815,0.81647156,0.623688782
Nycteris tragata,Malayan Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Nycteris woodi,Wood's Slit-faced Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ametrida centurio,Little White-shouldered Bat,Potential Migrant,Migratory,3,,,suggests potential regional or altitudinal migration,"Acacio et al 2015 Ametrida centurio: small bat, big traveller?",,Short-distance Migrant,3.747780161,-60.24416249,1.688731449,-57.90989257,3.188153641,308036.4726,308.0364726,-122.5098199,0.129349643,0.354433872,0.301357647
Anoura aequatoris,Ecuadorian Tailless Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Anoura cadenai,Cadena&apos;s Tailless Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Anoura caudifer,Tailed Tailless Bat,Potential Migrant,Migratory,3,,,mention phenological changes in bat activity - migration could be possible,Pedro & Taddei 2002,,Short-distance Migrant,17.38871634,-63.8484179,-8.742516071,-59.97912989,-6.125970374,515889.6458,515.8896458,-124.354812,0.51408284,0.527899801,0.297001859
Anoura cultrata,Handley's Tailless Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,9.348616834,-72.36853908,-3.272283917,-70.21792599,-3.416925668,239534.5662,239.5345662,-86.23459336,0.164978359,0.401260449,0.269374164
Anoura fistulata,Tube-lipped Tailless Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Anoura geoffroyi,Geoffroy's Tailless Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013; https://animalia.bio/geoffroys-tailless-bat,,Short-distance Migrant,29.19438285,-69.11530032,0.707113128,-68.08296303,-0.695769352,193051.4483,193.0514483,-36.53344751,0.614001721,0.707053254,0.510525461
Anoura javieri,Javier's Tailless Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Anoura latidens,Broad-toothed Tailless Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Anoura luismanueli,Luis Manuel's Tailless Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Anoura peruana,Peruvian Tailless Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/anoura-peruana,,Short-distance Migrant,0.165383037,-73.80015898,-5.698383678,-72.89768245,-8.598372781,335847.1785,335.8471785,-17.32500219,0.022575517,0.137727184,0.130675788
Ardops nichollsi,Tree Bat,Nonmigratory,Nonmigratory,2,,,NM - Moussy et al 2013,,,,,,,,,,,,,,
Ariteus flavescens,Jamaican Fig-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Artibeus aequatorialis,Equatorial Fruit-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Artibeus amplus,Large Fruit-eating Bat,Unknown,Unknown,0,,,,,,Nonmigratory,42.64947245,-65.11260238,2.768679784,-64.61309244,3.279230492,79186.97465,79.18697465,-135.4608684,0.486242838,0.686896236,0.248557286
Artibeus concolor,Brown Fruit-eating Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested by source in McGuire & Boyle 2013,McGuire & Boyle 2013,,Nonmigratory,7.378534283,-63.47179993,2.802721337,-62.77503769,2.24194869,99244.40893,99.24440893,-51.31748104,0.565633679,0.584234999,0.523660131
Artibeus fimbriatus,Fringed Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,2.398975195,-54.67754532,-25.2990359,-51.32491045,-23.73182505,381519.2429,381.5192429,-117.7519689,0.245558117,0.273203921,0.199866388
Artibeus fraterculus,Fraternal Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,1.938506005,-79.9670665,-3.680345118,-79.95231253,-2.036330049,181797.8399,181.7978399,-179.4833596,0.502904662,0.572923115,0.556664099
Artibeus hirsutus,Hairy Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,7.336014422,-104.0875093,22.52250774,-102.6294372,21.09754133,218227.584,218.227584,-43.42803599,0.403811087,0.535077771,0.468419717
Artibeus inopinatus,Honduran Fruit-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Artibeus intermedius,Common Fruit-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Artibeus jamaicensis,Jamaican Fruit-eating Bat,Migratory/Nonmigratory,Migratory,FALSE,,,NM - Moussy et al 2013; mig-W&M2022,Moussy 2013; https://animalia.bio/jamaican-fruit-bat; Webber & McGuire 2022,,Long-distance Migrant,19.36198722,-75.69917185,10.46306962,-67.89275841,2.370472419,1243165.411,1243.165411,-43.60856951,0.549430288,0.599447447,0.4171038
Artibeus lituratus,Great Fruit-eating Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013; direct evidence of >100km seasonal travel of female in Arnone et al 2016,McGuire & Boyle 2013; Arnone et al 2016,,Short-distance Migrant,8.640976766,-54.28056694,2.686508154,-55.54805872,-0.279497696,357011.0306,357.0110306,23.26347387,0.586528119,0.615930682,0.555148056
Artibeus obscurus,Dark Fruit-eating Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Short-distance Migrant,35.74175955,-64.69806856,-3.905444035,-62.34219069,-4.664150902,274652.9004,274.6529004,-72.30420445,0.725951693,0.818098634,0.688468789
Artibeus planirostris,Flat-headed Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,52.68234857,-60.18365196,-8.236269677,-61.44069272,-5.781042011,304983.5506,304.9835506,152.9827808,0.729812962,0.835829824,0.592721236
Artibeus schwartzi,Schwartz&apos;s Fruit-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Brachyphylla cavernarum,Antillean Fruit-eating Bat,Nonmigratory,Nonmigratory,2,,,NM - Moussy et al 2013,,,,,,,,,,,,,,
Brachyphylla nana,Cuban Fruit-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Carollia benkeithi,Ben Keith's Short-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Carollia brevicauda,Silky Short-tailed Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Short-distance Migrant,36.62428197,-68.32962222,0.400215865,-64.18474983,-2.435645423,557775.8967,557.7758967,-55.84668984,0.707645666,0.721445861,0.444261198
Carollia castanea,Chestnut Short-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,28.33334397,-67.75211613,-0.365353745,-61.43227545,-5.400473983,896311.8737,896.3118737,-51.80318779,0.458621056,0.646242335,0.411814437
Carollia manu,Manu Short-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Carollia monohernandezi,Hern&aacute;ndez-Camacho's Short-tailed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Carollia perspicillata,Seba's Short-tailed Bat,Nonmigratory,Nonmigratory,2,,,NM - all sources,Moussy 2013; Burns & Broder 2014; Pedro & Taddei 2002,,Short-distance Migrant,36.42467273,-66.74822292,0.403756724,-62.67362116,-4.113935443,674511.2224,674.5112224,-42.3096079,0.767903433,0.786440895,0.619825676
Carollia sowelli,Sowell&apos;s Short-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,17.92399719,-88.084001,16.03619329,-85.63062315,15.81463953,263832.8424,263.8328424,-84.33231273,0.424597775,0.629508711,0.503271111
Carollia subrufa,Gray Short-tailed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,49.52093314,-78.30731823,10.84156149,-75.32342597,9.467289177,360591.6451,360.5916451,-64.81068617,0.608191229,0.753083777,0.322330302
Centurio senex,Wrinkle-faced Bat,Potential Migrant,Migratory,3,,,suggests it is a migrant; Wilson suggests altitudinal migration,Trujillo et al 2022; Wilson & Mittermeier 2019; Dumont et al 2009,,Long-distance Migrant,23.68851405,-89.06930534,17.66418119,-78.14874514,12.3939769,1310611.75,1310.61175,-62.24854866,0.399852224,0.58537609,0.331815086
Chiroderma doriae,Brazilian Big-eyed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Chiroderma gorgasi,Fierce Big-eyed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Chiroderma improvisum,Guadeloupean Big-eyed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Chiroderma salvini,Salvin's Big-eyed Bat,Potential migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Short-distance Migrant,21.3552422,-75.45863877,5.96711282,-79.52030538,9.370516077,585173.3465,585.1733465,129.7408984,0.329887,0.55139269,0.319289859
Chiroderma scopaeum,Mexican Big-eyed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Chiroderma trinitatum,Little Big-eyed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,51.64157543,-62.93457871,-5.030311076,-62.14898527,-6.394774694,174183.4647,174.1834647,-30.01280107,0.816633256,0.872503558,0.698903542
Chiroderma villosum,Hairy Big-eyed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,48.46340387,-65.87160494,-1.850948149,-64.06296079,-2.81253714,227541.0614,227.5410614,-62.18047932,0.6912282,0.793093927,0.496535243
Choeroniscus godmani,Godman's Long-tongued Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,9.971998916,-78.62085308,11.30193767,-73.42240829,8.059697633,673775.7243,673.7757243,-57.43067017,0.230550554,0.406975068,0.23425689
Choeroniscus minor,Lesser Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Choeroniscus periosus,Greater Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Choeronycteris mexicana,Mexican Long-tongued Bat,Migratory,Migratory,1,,,"LD in NA - fleming2019, suggested alt migration - flower pollination (M&B2013), mig-Fleming1993 (cites two other papers); mig-W&M2022",Fleming 2019; McGuire & Boyle 2013; Fleming et al 1993 (cites Barbour & Davis 1969 & Cockrum 1991); Burke et al 2019; Webber & McGuire 2022,,Nonmigratory,18.09646042,-103.1065917,27.35040359,-103.3609739,26.96543079,49551.50701,49.55150701,30.52795342,0.518839264,0.632897113,0.499041939
Chrotopterus auritus,Woolly False Vampire Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,15.49708697,-62.65558511,-4.498168192,-63.44416858,-3.556446259,136060.2996,136.0602996,139.9658281,0.30828961,0.531816223,0.375225355
Dermanura anderseni,Andersen's Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,27.043914,-66.79529809,-4.27321276,-70.48255159,-3.829851524,412367.6507,412.3676507,96.95601946,0.38505639,0.609990006,0.365825956
Dermanura azteca,Aztec Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,10.35320088,-97.10056728,18.49258559,-95.61607924,18.43474253,156928.8905,156.9288905,-87.42684696,0.553618298,0.57044283,0.477835313
Dermanura bogotensis,Bogot&aacute; Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,44.43500966,-65.37991993,2.361414105,-69.15910633,1.623921569,428276.9886,428.2769886,78.96155124,0.537480737,0.724040211,0.358710913
Dermanura cinerea,Gervais' Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,24.50042233,-66.08305167,-0.67881875,-61.33886972,-7.207765222,893613.7861,893.6137861,-36.31479331,0.267691805,0.517176798,0.18983981
Dermanura glauca,Silvery Fruit-eating Bat,Unknown,Unknown,0,,,,,,Nonmigratory,51.4857914,-63.49333937,-3.531086322,-63.3903393,-3.29056896,28954.28945,28.95428945,-156.7181236,0.772735721,0.814053779,0.505467584
Dermanura gnoma,Dwarf Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,27.9170185,-64.24892839,-2.415397225,-60.67236317,-3.863286647,428566.3637,428.5663637,-68.16889466,0.640473945,0.696529458,0.500919857
Dermanura phaeotis,Pygmy Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,19.80181793,-84.17543283,13.05629003,-79.96217376,10.64628468,530843.1916,530.8431916,-59.43576962,0.52970261,0.663064231,0.526906939
Dermanura rava,Amber Fruit-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Dermanura rosenbergi,Rosenberg&apos;s Fruit-eating Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Dermanura tolteca,Toltec Fruit-eating Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Short-distance Migrant,22.28982842,-91.96536766,16.304076,-88.41686249,15.09162849,403332.4811,403.3324811,-70.09747698,0.473618801,0.635348475,0.457570484
Dermanura watsoni,Thomas' Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,15.78084064,-83.97133155,12.097425,-84.249353,13.5353555,161914.7673,161.9147673,169.2253218,0.515503571,0.5897288,0.438697261
Desmodus rotundus,Common Vampire Bat,Migratory/Nonmigratory,Nonmigratory,FALSE,,,"NM - M&R2011, NM-B&B2014; mig-W&M2022",Moussy 2013; McGuire & Ratcliffe 2011; Burns & Broder 2014; https://animalia.bio/common-vampire-bat; Webber & McGuire 2022,,Long-distance Migrant,30.06554257,-71.22526877,6.66304054,-65.27994903,-3.818938688,1334164.064,1334.164064,-29.70106922,0.674661821,0.701971528,0.50745149
Diaemus youngi,White-winged Vampire Bat,Nonmigratory,Nonmigratory,2,,,NM - M&R2011,McGuire & Ratcliffe 2011; https://animalia.bio/white-winged-vampire-bat,,Short-distance Migrant,21.36914103,-61.8364318,-6.109285841,-66.70917246,0.365434574,897656.836,897.656836,142.9770032,0.343996416,0.52165515,0.216563204
Diphylla ecaudata,Hairy-legged Vampire Bat,Nonmigratory,Nonmigratory,2,,,NM - M&R2011,McGuire & Ratcliffe 2011; https://animalia.bio/hairy-legged-vampire-bat,,Long-distance Migrant,18.84394504,-73.96370339,8.80628585,-67.00772281,1.047647456,1153432.683,1153.432683,-41.71884902,0.336649585,0.456114585,0.088618248
Dryadonycteris capixaba,Espirito Santo Atlantic Forest Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Ectophylla alba,Honduran White Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/honduran-white-bat,,Short-distance Migrant,0.925700365,-83.97744648,11.54625382,-83.76406582,10.64410828,102477.995,102.477995,-13.12872844,0.25477707,0.305771438,0.284173199
Enchisthenes hartii,Velvety Fruit-eating Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,15.43203797,-78.9446554,6.590961486,-77.8904077,4.6316062,246148.3116,246.1483116,-28.27735266,0.461147963,0.595765139,0.461337048
Erophylla bombifrons,Brown Flower Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Erophylla sezekorni,Buffy Flower Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/buffy-flower-bat,,Short-distance Migrant,2.268272193,-74.70659722,22.76967593,-77.3417815,22.14575131,279889.0973,279.8890973,75.2080493,0.093011811,0.242985355,0.174711287
Gardnerycteris crenulata,Striped Hairy-nosed Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013; https://animalia.bio/striped-hairy-nosed-bat,,Short-distance Migrant,20.4033418,-64.52862104,-2.090719235,-63.38816633,-0.188281433,245686.3381,245.6863381,-148.9030325,0.436625345,0.577939138,0.366575347
Gardnerycteris keenani,Keenan&apos;s Hairy-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Gardnerycteris koepckeae,Koepcke's Hairy-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glossophaga antillarum,Jamaican Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glossophaga bakeri,Baker's Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glossophaga commissarisi,Commissaris's Long-tongued Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,16.21734738,-86.27592385,13.62926871,-83.36255815,13.96200962,317159.9899,317.1599899,-96.31657358,0.54933247,0.568247199,0.397019353
Glossophaga leachii,Gray's Long-tongued Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,16.85267857,-93.6007571,18.50103004,-91.78586806,18.71526476,192997.526,192.997526,-96.76740408,0.404427154,0.571988009,0.417800626
Glossophaga longirostris,Miller's Long-tongued Bat,Nonmigratory,Nonmigratory,2,,,NM -both sources,Moussy 2013; Burns & Broder 2014,,Short-distance Migrant,7.937046969,-69.01095608,5.496787495,-74.62234794,6.117818725,625250.2404,625.2502404,96.0168203,0.079588231,0.279540289,-0.013676994
Glossophaga morenoi,Western Long-tongued Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,9.237038714,-95.6120165,17.04574655,-96.93725209,17.76026517,161497.6507,161.4976507,119.1183199,0.457483007,0.583786027,0.509568333
Glossophaga mutica,Tres Marias Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glossophaga soricina,Pallas's Long-tongued Bat,Potential Migrant/Nonmigratory,Nonmigratory,FALSE,,,"Suggestion of alt. migration - McGuire/Boyle; NM - McGuire/Ratcliffe; nonmig - Fleming 1993, nm-W&M2022",McGuire & Boyle 2013; McGuire & Ratcliffe 2011; Pedro & Taddei 2002; Fleming et al 1993; Webber & McGuire 2022,,Short-distance Migrant,29.53543542,-69.59447461,4.892591238,-64.73740803,-0.677770797,819216.7176,819.2167176,-41.19653765,0.549931945,0.677046896,0.455111763
Glossophaga valens,Robust Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glyphonycteris behnii,Behn's Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glyphonycteris daviesi,Graybeard Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glyphonycteris sylvestris,Tricolored Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hsunycteris cadenai,Cadena&apos;s Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hsunycteris dashe,Dashe&apos;s Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hsunycteris pattoni,Patton&apos;s Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hsunycteris thomasi,Thomas's Nectar Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,39.17784252,-63.93857277,-3.266642426,-63.10004537,-2.72903143,110559.7735,110.5597735,-122.5482248,0.606677359,0.774929722,0.586840567
Hylonycteris underwoodi,Underwood's Long-tongued Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Nonmigratory,11.57657658,-92.15204372,22.58599474,-91.88777771,23.10825714,63880.54308,63.88054308,-154.8233025,0.496029836,0.513443343,0.383952993
Lampronycteris brachyotis,Orange-throated Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Leptonycteris curasoae,Cura&ccedil;aoan Long-nosed Bat,Migratory,Migratory,1,,,"LD/PM in NA-fleming, LD - B&B2014; migrant or partial migrant- Fleming1993","Fleming 2019; McGuire & Ratcliffe 2011; Burns & Broder 2014, Moussy et al 2013; Fleming et al 1993 (cites Barbour & Davis 1969 & Cockrum 1991); Horner et al 1998; Caballos et al. 1997",,Long-distance Migrant,8.005833506,-99.27871588,25.74936313,-86.36781166,18.77532308,1537175.351,1537.175351,-57.5340541,0.177861238,0.350623415,0.17504361
Leptonycteris nivalis,Mexican Long-nosed Bat,Migratory,Migratory,1,,,"LD-fleming, alt mig suggested - M&B2013; mig-Fleming1993(cites two other papers)",Fleming 2019; McGuire & Ratcliffe 2011; M&B2013; Fleming et al 1993 (cites Barbour & Davis 1969 & Cockrum 1991); Burke et al 2019,,Short-distance Migrant,17.83276252,-103.8583592,26.74229853,-102.0928874,22.45320972,507598.2703,507.5982703,-20.26195491,0.503915475,0.612775387,0.470699329
Leptonycteris yerbabuenae,Lesser Long-nosed Bat,Migratory,Migratory,1,,,"LD-fleming, alt mig suggested - M&B2013",Fleming 2019; McGuire & Boyle2013; Burke et al 2019,,Short-distance Migrant,20.53160896,-99.77806431,27.20312616,-101.2017298,22.36062658,555370.8918,555.3708918,14.73048333,0.337988437,0.565829939,0.381785176
Lichonycteris degener,Common Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lichonycteris obscura,Dark Long-tongued Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lionycteris spurrelli,Chestnut Long-tongued Bat,Unknown,Unknown,0,,,NM,https://animalia.bio/chestnut-long-tongued-bat,,Short-distance Migrant,49.65992178,-64.04526265,-2.371388402,-64.5471931,-3.18073775,105470.6858,105.4706858,31.96029729,0.792188648,0.842741277,0.625912642
Lonchophylla bokermanni,Bokermann's Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla chocoana,Choc&oacute; Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla concava,Goldman's Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla dekeyseri,Dekeyser's Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla fornicata,Pacific Forest Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla handleyi,Handley's Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla hesperia,Western Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla inexpectata,Caatinga Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla mordax,Mordant Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla orcesi,Orces&apos; Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla orienticollina,Eastern Cordilleran Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla peracchii,Peracchi&apos;s Nectar Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchophylla robusta,Orange Nectar Bat,Potential Migrant,Migratory,3,,,Altitudinal mig. suggested in McGuire & Boyle 2013,McGuire & Boyle 2013,,Short-distance Migrant,24.24743189,-75.16072669,4.345878357,-73.24341481,-0.074255884,533251.7771,533.2517771,-23.54695957,0.397360433,0.493135807,0.00625737
Lonchorhina aurita,Common Sword-nosed Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,19.89323108,-67.86710733,1.50872172,-68.1818838,2.357023767,100125.727,100.125727,159.521263,0.492525619,0.590242078,0.389344491
Lonchorhina fernandezi,Fernandez's Sword-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchorhina inusitata,Uncommon Sword-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchorhina mankomara,Mother Mara's Sword-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchorhina marinkellei,Marinkelle's Sword-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lonchorhina orinocensis,Orinocoan Sword-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lophostoma brasiliense,Pygmy Round-eared Bat,Unknown,Unknown,0,,,,,,Short-distance Migrant,11.31591867,-69.97920544,4.850454716,-67.65038482,0.502591567,546052.6422,546.0526422,-28.2630698,0.485017598,0.508468778,0.371660719
Lophostoma carrikeri,Carriker's Round-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lophostoma evotis,Davis' Round-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lophostoma kalkoae,Kalko&apos;s Round-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Lophostoma nicaraguae,Mesoamerican Round-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
