Latin Name,Common Name,Status,Fig_stat,Mig_or_NM,Combo,Choices,Additional migration info,Source,,Mig Status (based on Fleming & Eby 2003),percent overlap ,sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Glauconycteris humeralis,Spotted Butterfly Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glauconycteris kenyacola,Kenyacola Butterfly Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glauconycteris machadoi,Machado's Butterfly Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glauconycteris poensis,Abo Butterfly Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glauconycteris superba,Pied Butterfly Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glauconycteris variegata,Variegated Butterfly Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glischropus aquilus,Dark Thick-thumbed bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glischropus bucephalus,Indochinese Thick-thumbed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glischropus javanus,Javan Thick-thumbed Bat,Nonmigratory,Nonmigratory,2,,,NM - Bisson,Bisson et al. 2009,,,,,,,,,,,,,
Glischropus meghalayanus,Meghalaya Thick-thumbed bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Glischropus tylopus,Common Thick-thumbed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Harpiocephalus harpia,Lesser Hairy-winged Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Harpiola grisea,Peters' Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Harpiola isodon,Golden-haired Tube-nosed Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hesperoptenus blanfordi,Blanford's Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hesperoptenus doriae,False Serotine Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hesperoptenus gaskelli,Gaskell's False Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hesperoptenus tickelli,Tickell's Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Hesperoptenus tomesi,Large False Serotine,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus alienus,Strange Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus cadenai,Cadena's Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus colombiae,Colombian Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus diaphanopterus,Transparent-winged Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus humboldti,Humboldt's Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus laephotis,Thomas' Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus macrotus,Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus magellanicus,Southern Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus mochica,Moche's Leaf-eared Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
Histiotus montanus,Small Big-eared Brown Bat,Nonmigratory,Nonmigratory,2,,,NM,Bisson et al. 2009,,Short-distance Migrant,8.945915008,-67.09290561,-23.55830269,-66.12654758,-28.52450572,558627.7125,558.6277125,-10.18530233,0.286325143,0.5081889,0.41663724
Histiotus velatus,Tropical Big-eared Brown Bat,Unknown,Unknown,0,,,,,,,,,,,,,,,,,
